id,bedrooms,bathrooms,floors,condition,grade
7399300120,4,2,1,4,7
7399200770,3,3,1,4,8
7399200510,4,2.5,2,3,8
7399200240,4,2,1,3,8
7399100210,3,1.5,2,3,8
7399100040,3,1.5,2,3,8
7399000580,4,2.25,1,3,8
7399000360,4,1.75,1,4,8
7399000350,3,2,1,4,8
7399000230,4,2.5,1,3,8
7397300220,4,3.25,2,3,10
7397300170,4,3.5,2,4,12
7394400080,4,3.25,2,3,9
7390400069,2,2.75,1,3,7
7390400026,4,1.75,1,3,7
7387500335,3,1,1,3,6
7387500235,3,1.75,1,3,7
7387500235,3,1.75,1,3,7
7387500195,4,1,1.5,3,6
7387500185,2,1,1,3,6
7385310040,4,2.75,1,3,8
7385300020,5,2.5,1,4,8
7384500110,3,2.5,3,4,8
7383450250,4,2.5,2,3,8
7379700051,3,1.75,1,3,8
7379600240,3,1.75,1,4,8
7376300085,3,1.75,1,3,7
7376300060,3,1.5,1,3,7
7375300160,5,2.25,1,4,7
7375300100,3,1.5,1,3,7
7375100070,3,1.75,1,4,7
7374600060,3,2,1,4,7
7374200030,4,1.75,1,3,7
7370600050,2,1,1,3,8
7370600045,3,1.75,1,3,8
7370600020,3,1.75,1,4,8
7369600080,4,2.25,1,4,8
7366100080,5,2.5,1,4,7
7365600070,4,2.75,1,4,8
7363600185,3,2.25,1,3,10
7355700171,4,2.5,2,3,9
7352200450,4,3.25,1.5,4,7
7352200100,2,1.75,2,3,8
7352200025,2,1.75,1,4,8
7351200295,3,1.75,2,3,7
7351200050,4,1.75,1.5,3,7
7351000160,3,2.25,1,3,9
7349800780,2,1.75,1.5,4,6
7349660050,3,1.75,1,3,7
7349650490,3,1.75,1,3,7
7349650330,4,2.75,1,3,7
7349650230,3,2.25,1,3,7
7349650120,4,2.75,1,3,7
7349620030,4,2.25,2,3,7
7349600230,3,2.25,2,3,7
7349400610,4,2.25,2,4,7
7349400420,4,2.25,1,3,7
7349400100,3,1.75,1,4,7
7348200195,3,1,1.5,3,7
7348200115,3,1.5,1,3,7
7347600507,4,1.75,1.5,3,7
7347600490,3,2,1,3,6
7347600210,4,1,1.5,5,6
7346600092,2,2,1,4,6
7345600755,3,1.5,2,3,8
7345310100,4,1.75,1,3,7
7345200650,3,2,1.5,4,7
7345200400,3,1,1,4,7
7345000340,3,1,1,4,7
7345000120,3,1,1,4,7
7340601063,3,1.75,1.5,3,6
7340600845,4,1,1,3,7
7340600827,5,1,2,4,6
7340600735,3,1.75,1,3,8
7340600068,2,1,1,3,7
7340500270,4,2.5,2,3,8
7338402850,4,3,2,3,7
7338402690,6,2,1,3,7
7338402160,4,1.75,1,5,7
7338401759,2,1,1,3,7
7338401230,3,1.75,1,5,6
7338400945,3,1.5,1,3,7
7338220370,4,2.5,2,3,8
7338220280,3,2.5,2,3,8
7338220200,4,2.5,2,3,8
7338220160,4,2.5,2,3,8
7338220120,4,2.5,2,3,8
7338200240,3,2.5,2,3,9
7338200180,4,2.5,2,3,9
7338200170,4,2.5,2,3,9
7338001190,3,1.5,2,4,6
7338000950,3,1.5,2,3,6
7338000850,3,1.5,2,4,6
7338000800,3,1.5,2,4,6
7338000730,3,1.5,2,4,6
7338000270,3,1.5,2,3,6
7338000150,2,1,1,4,6
7335400500,2,1,1,4,6
7335400400,4,2,1,4,7
7335400345,2,1,1,4,5
7335400215,1,0.75,1,4,5
7335400065,4,1.5,1,5,6
7335400020,3,1,1.5,5,5
7334602070,3,1.75,1,3,7
7334600730,4,1.75,2,3,7
7334600280,2,1.75,1,3,6
7334600170,3,1.5,2,3,7
7334600030,3,2.25,2,3,7
7334501440,3,1.5,1,3,7
7334501410,4,2.25,1,4,7
7334501300,3,1.75,1,4,7
7334501250,3,2.5,1,4,7
7334501240,3,2.5,2,3,8
7334501130,3,2,1,3,7
7334500800,3,1,1,3,7
7334500120,3,1.5,1.5,5,7
7334500090,3,2,1,3,7
7334401450,3,2,1,3,7
7334401040,4,1.5,1,4,7
7334401000,3,1,1,3,7
7334400070,3,1.5,1,4,7
7331900290,4,1.5,1,4,7
7331900270,3,1.75,1,4,7
7327902612,2,1,1,3,6
7327500270,3,2.25,1,3,7
7327500200,3,1.75,1,3,7
7326200110,3,2.25,2,3,7
7326200030,3,2.25,2,3,7
7325600160,1,0.75,1,3,4
7324900016,5,3.5,2,3,10
7322910030,5,3.5,2,4,9
7319900345,3,2,1,5,7
7316400070,5,3.75,1,3,7
7313200120,4,3.25,2,4,8
7312900060,2,1,1,4,6
7312400325,2,1,1,4,7
7312400080,3,1.75,1,4,7
7312400075,2,1,1,4,7
7312400030,2,1,1,4,7
7312200120,3,2.25,2,4,8
7312200040,4,2.5,1,4,8
7312100010,4,2.5,2,3,7
7312000240,4,2.5,2,3,9
7309100270,4,1.75,1,3,8
7309100070,4,1.75,1,4,8
7308900490,3,2.5,1,4,8
7308900445,3,1,1,4,8
7308900100,4,1,1.5,3,7
7308600050,5,2.75,2,3,9
7308600040,5,2.75,2,3,9
7308600010,4,3.25,2,3,9
7305900082,3,1.75,1,3,7
7305300760,2,1.5,1,4,6
7305300695,4,2.5,2,3,9
7305300500,2,1,1,3,6
7305300470,2,1.75,1,4,6
7305300370,3,1.5,1,5,6
7305300090,4,1.75,1,5,6
7305300045,3,1,1,4,6
7304301300,2,1,1,3,6
7304301231,3,2.5,2,3,7
7304301085,2,1,1,3,6
7304301045,2,1,1,4,6
7304301010,2,1.5,1,5,7
7304301005,3,1,1,4,7
7304300906,3,1,1.5,4,6
7304300905,3,1,2,3,6
7304300760,3,1,1,4,6
7304300720,4,1,1.5,3,6
7304300570,4,2.75,1,5,7
7304300470,3,1.75,1,5,7
7304300430,4,1,1.5,5,6
7304300420,4,2.5,1,4,7
7303200450,3,1.75,1,3,7
7303100210,4,2.25,2,3,7
7302900090,4,2.25,2,3,9
7302000610,4,1.5,2,3,7
7302000500,3,1.75,1,3,7
7302000210,3,1.5,1.5,3,7
7302000120,3,2.5,2,3,9
7301300215,4,2,1,3,7
7301300150,3,1,1.5,3,7
7301300050,3,2.5,1,3,7
7300700056,3,2.25,1,5,7
7300700050,3,1,1,3,7
7300410300,4,2.5,2,3,9
7300410110,4,2.5,2,3,9
7300410060,3,2.5,2,3,8
7300410010,4,2.5,2,3,9
7300400670,4,2.5,2,3,8
7300400580,4,2.5,2,3,9
7300400320,4,2.5,2,3,9
7300400200,4,2.5,2,3,9
7300400170,4,2.5,2,3,8
7300400150,4,2.5,2,3,9
7300400060,4,2.5,2,3,9
7300200550,4,2.25,2,3,8
7300200400,4,2.25,2,4,8
7300200290,5,3.5,2,4,8
7300000650,4,2.5,2,3,8
7300000550,3,2.5,2,3,8
7299810040,4,3,2,3,10
7299601870,3,2.5,2,3,8
7299601790,3,2.5,2,3,8
7299601630,3,2.5,2,3,8
7299601460,3,2.5,2,3,8
7299601410,4,2.5,2,3,8
7299600950,3,2.5,2,3,8
7299600920,4,2.5,2,3,8
7299600700,3,2.5,2,3,8
7299600530,3,2.5,2,3,8
7299600180,4,2.5,2,3,8
7299600140,3,2.5,2,3,8
7299600130,3,2.5,2,3,8
7299500200,2,1,1,3,6
7298900010,4,2.5,2,3,9
7298050110,4,2.5,2,3,11
7298050090,4,4,2,3,10
7298040500,4,2.5,2,3,10
7298040310,5,2.5,2,3,11
7298030210,3,2.5,2,3,10
7298020240,4,2.5,2,3,10
7298020140,3,2.75,2,4,10
7298000090,3,2.5,2,3,9
7297700055,3,1,1,4,7
7292700005,4,1.75,1,4,8
7291700065,4,1.5,1,3,7
7287700059,3,1.75,1,4,7
7287100177,4,2.5,1,3,8
7287100135,3,1,1,3,7
7287100035,3,2,2,4,6
7284900460,4,2.5,2,3,8
7284900405,4,2.5,2,3,8
7284900385,4,3.25,1,3,9
7284900098,3,2.5,1,3,9
7284900030,4,3.25,2,3,9
7283900551,3,1,1.5,5,8
7283900521,3,1.75,1,3,7
7283900306,3,2.5,3,3,8
7283900185,4,2.5,2,3,8
7283900153,3,1,1,3,7
7283900045,3,2.5,2,3,8
7283900036,3,1,1.5,4,7
7283900012,3,1.5,1,3,7
7283900010,3,1,1,4,6
7282900025,3,1,1,3,6
7282300125,3,1,1,3,6
7282300095,2,1,1,4,6
7281300010,3,3.5,2,3,10
7280300375,5,2.25,1,3,8
7280300196,4,2.75,1,4,8
7280300080,4,2.5,1,3,8
7280300042,4,2.25,2,3,8
7279300070,3,1,1,5,6
7278700100,4,2.5,1,3,8
7278700070,3,2.5,1,3,8
7278700069,4,2.5,1,3,8
7278100690,3,1.5,2,5,7
7278100665,3,1,1,4,6
7278100515,2,2.5,2,5,9
7277100640,3,2.5,1,3,8
7277100610,2,1,1,3,6
7277100510,3,1.75,2,3,9
7277100395,4,3.5,2,3,8
7277100055,3,2.25,1,3,8
7276100282,3,1.75,1,3,8
7276100165,3,2.5,3,3,7
7276100145,3,2,1,5,6
7276100020,4,1,1.5,4,7
7273100026,4,2.5,2,3,8
7272001805,3,2.25,1,3,7
7272001610,4,2.5,2,3,8
7272000980,3,1.75,1,3,7
7272000260,3,1,1,3,7
7266200085,5,1.75,1.5,3,7
7262200150,2,1,1,3,6
7258200060,3,2,1,4,7
7258200055,4,2.5,2,3,7
7254200040,2,1,1,3,6
7254000100,3,2.5,2,3,8
7254000050,3,2.5,2,3,8
7250000065,3,2,1,3,6
7247000035,4,1.75,1,3,8
7243500025,4,2.75,2,3,8
7243500015,4,2,1,3,6
7242800040,4,3.25,2,3,8
7242800020,3,1.5,2,3,8
7238000330,3,2.5,2,3,8
7238000240,3,2.5,2,3,8
7237600130,4,1,1.5,4,7
7237590010,2,2.5,2,3,7
7237550310,4,4.5,1,3,11
7237550130,4,3.5,1,3,11
7237550110,4,3.25,2,3,10
7237550100,4,4,2,3,10
7237550020,4,3.75,2,3,11
7237501380,4,3.5,2,3,10
7237501370,4,3.25,2,3,10
7237501190,4,3.25,2,3,13
7237501180,4,1.75,2,3,11
7237501040,4,3.5,2,3,11
7237500650,5,4.25,2,3,11
7237500590,4,5.25,2,3,11
7237500530,4,3.5,2,3,11
7237500390,5,4.5,2,3,11
7237500360,4,4.25,2,3,11
7237500110,4,2.75,2,3,10
7237450600,5,2.75,2,3,8
7237450550,4,2.5,2,3,8
7237450190,5,2.75,2,3,8
7237450130,4,2.5,2,3,8
7237450110,4,2.5,2,3,8
7237450100,4,2.5,2,3,8
7237450080,4,2.5,2,3,8
7237450030,5,2.75,2,3,8
7237301210,3,2.5,2,3,7
7237301010,3,2.5,2,3,7
7237300610,3,2.5,2,3,7
7237300330,5,2.5,2,3,7
7237300290,5,2.5,2,3,7
7237300090,5,2.5,2,3,7
7236500025,3,1.75,1,4,8
7236300065,3,1.5,1,4,7
7236100025,3,1,1,4,7
7236100015,3,1,1,4,7
7234601544,3,3,2,3,8
7234601541,3,3,2,3,8
7234601525,3,1.75,1,5,7
7234601445,2,1.5,1,3,7
7234601440,2,1.5,1,3,7
7234601221,3,1.5,1.5,3,8
7234601198,3,3.25,3,3,9
7234601166,2,1.5,2,3,8
7234601162,3,3.5,2,3,8
7234601142,3,2.25,2,3,9
7234601140,3,2.25,2,3,9
7234601025,3,2.5,2,3,8
7234600903,2,2.25,2,3,8
7234600851,4,1,2,3,8
7234600832,2,2.5,2,3,8
7234600820,3,1.5,2,3,8
7234600798,3,2.5,2,3,8
7234600796,2,1.75,2.5,4,7
7234600786,4,2.5,2.5,4,9
7234600098,3,3,2,4,8
7231600098,2,1,1,3,6
7231502505,2,1,1,5,6
7231501665,4,1,1.5,3,6
7231501610,4,1,1.5,5,7
7231300125,5,2.5,1,4,8
7230900120,3,2.5,1,3,8
7230900100,3,1.75,1,4,8
7230400430,3,1.75,1,4,8
7230400400,3,2,1,4,7
7230400400,3,2,1,4,7
7230300610,3,1.5,1,5,7
7230300100,3,2,1,5,7
7230300060,4,2.5,1,4,7
7230200585,3,3.5,1.5,3,9
7230200340,3,1,1,5,7
7230200310,3,1.5,1,3,7
7230100120,4,2.75,2,4,8
7230000350,3,1.75,1,4,7
7230000265,3,2.5,2,3,9
7229900975,3,1,1,4,7
7229900925,3,1.75,1,4,7
7229900885,3,1,1,4,7
7229900285,3,2,1,5,7
7229900250,3,1,1,3,7
7229900145,4,2.5,1.5,5,8
7229900005,3,1.5,1,4,7
7229800430,3,2.25,2,3,8
7229800175,5,2.5,1,5,7
7229800066,4,2.25,2,3,7
7229700165,3,1.75,1,4,7
7229700105,2,2,1,2,6
7229210060,3,1.75,1,4,7
7229100180,4,1.5,1,3,7
7229100040,5,2.5,1.5,5,7
7229000025,4,3,1,3,6
7228502150,4,1,1.5,3,7
7228501910,3,3.5,2,3,9
7228501903,1,1,1,3,7
7228501805,6,4.5,2,3,7
7228501745,4,2,2,3,7
7228501580,3,1,1.5,3,7
7228501065,4,2.75,1.5,3,8
7228500610,2,1,1,3,6
7228500560,4,1,1.5,3,7
7228500425,3,1,2,3,8
7228500415,4,2.25,2,3,8
7228500375,4,2,1,3,7
7228500094,4,2,1,3,7
7228500037,2,1.5,2,3,8
7227802030,7,3,1,3,7
7227801955,4,2,1,4,5
7227801630,4,2,1,3,5
7227801581,3,2.5,2,3,7
7227801580,4,2,1,5,5
7227800660,6,2,1,4,5
7227800180,5,2,1,4,5
7227800110,6,2,1,4,5
7227800065,4,2,1,3,5
7227800055,4,2,1,4,5
7227800055,4,2,1,4,5
7227800040,5,2,1,4,5
7227800025,3,3,1,3,7
7227502507,3,2.5,2,3,9
7227502155,2,1,1,5,5
7227502075,4,2.5,2,3,8
7227501765,4,1.75,1,5,6
7227501745,4,2,1,5,6
7227501645,3,2,1,4,6
7227501450,4,1.75,1,5,5
7227501369,4,2.5,2,3,7
7227501190,3,1,1,5,6
7227501170,4,2,1,4,5
7227500910,2,1,1,4,5
7227500865,2,1,1,4,5
7227500830,2,1,1,4,5
7227500740,2,1,1,5,5
7227500450,2,1,1,5,5
7227500020,3,1,1,5,5
7226500100,8,3,1,3,7
7226000110,2,1,1,3,6
7225000215,2,1,1,3,6
7225000155,4,3,2,3,7
7225000140,4,1,1.5,5,6
7225000090,2,2,1,4,6
7225000045,2,1,1,3,6
7224500375,3,1,1,3,7
7224500300,3,1,1.5,4,6
7224500090,2,1,1,3,6
7224500010,2,1.75,1,5,7
7224000980,4,1,1,3,5
7224000950,2,1,1,3,5
7224000545,4,3,1.5,4,7
7224000450,6,1.5,1.5,4,5
7224000315,3,1,1,4,5
7222000393,3,1,1,3,7
7222000244,3,3,1,3,8
7222000209,4,2.75,1,3,7
7222000090,4,3.25,2,3,10
7221400495,3,1.75,1,4,8
7221400320,2,1,1,3,6
7221400285,2,1,1,3,6
7217400895,3,1.75,1.5,3,7
7217400650,3,1.5,1.5,3,7
7217400389,3,3.25,2,3,8
7215900020,4,3.5,2,3,10
7215730930,3,2.5,2,3,8
7215730730,4,2.5,2,3,8
7215730590,4,3.5,2,3,9
7215730580,4,3,2,3,9
7215730430,4,3,2,3,9
7215730410,4,3,2,3,9
7215730310,5,3,2,3,9
7215730200,4,2.5,2,3,8
7215730120,3,2.5,2,3,8
7215730090,4,3,2,3,9
7215730070,5,3,2,3,9
7215730040,4,3,2,3,9
7215722010,3,2.5,2,3,8
7215721570,3,2.5,2,3,8
7215721350,3,2.5,2,3,8
7215721330,3,2.5,2,3,8
7215721070,4,2.5,2,3,8
7215720680,4,2.75,2,3,9
7215720420,4,2.5,2,3,9
7215720410,5,3,2,3,9
7215720250,4,2.5,2,3,10
7215720160,3,2.5,2,3,10
7215720070,5,5,2,3,10
7215420590,4,2.5,2,3,9
7215420370,4,2.5,2,3,8
7215420160,4,2.5,2,3,8
7215410430,4,2.5,2,3,9
7215410320,3,2.5,2,3,9
7215400770,4,2.5,2,3,8
7215400280,3,2.25,2,3,9
7214820610,4,1.75,1,3,7
7214820400,3,2.25,1,3,7
7214820200,4,2.25,1,4,8
7214820030,3,1.75,1,4,7
7214810550,4,2.25,1,4,7
7214810510,5,2.75,1,3,7
7214810350,5,2.25,1,3,7
7214810150,3,1.75,1,3,7
7214810050,4,2.25,1,3,8
7214800430,3,3,1,3,7
7214800240,4,2.25,2,3,9
7214800190,4,2.25,1,3,8
7214790110,4,2.5,2,4,9
7214780050,4,2.5,2,3,9
7214780020,4,2.5,2,3,9
7214770020,5,2.5,2,3,9
7214720510,4,2.5,2,3,9
7214720400,3,2.5,2,3,9
7214720075,3,2.25,2,4,8
7214711270,5,2.25,1,3,8
7214711260,4,2.5,1,4,8
7214710300,4,2.5,2,3,8
7214710210,4,2.25,2,4,8
7214700830,5,4.75,1,3,8
7214700580,4,2.25,2,3,8
7214700350,4,1.75,1,4,8
7214700160,3,3,1,4,8
7214400095,3,2,1,4,7
7214400005,2,1,1,3,7
7212680860,3,2.5,2,3,8
7212680850,3,2.5,2,3,8
7212680460,4,3.5,2,3,8
7212680080,3,1.75,2,3,7
7212680020,3,1.75,2,3,7
7212660960,3,2.5,2,3,8
7212660900,3,2.5,2,3,8
7212660640,4,2.5,2,3,8
7212660560,3,2.5,2,3,8
7212660540,4,2.5,2,3,8
7212660520,4,2,1,3,7
7212652180,3,2,1,3,8
7212651950,4,2.5,2,3,8
7212651440,3,2.5,2,3,8
7212651210,4,2.75,1,3,8
7212651100,4,3.25,2,3,9
7212650990,4,2.5,2,3,8
7212650950,4,2.5,2,3,8
7212650850,3,2.5,2,3,8
7212650650,3,2.5,2,3,8
7212650510,4,2.5,2,3,8
7212650240,3,2,1,3,8
7212650200,3,2.5,1,3,8
7211402305,3,1.75,1.5,3,6
7211402115,3,1,1,3,7
7211402105,1,1,1,3,5
7211401975,3,2.5,2,3,7
7211401610,3,1,1,3,6
7211401485,2,1,1,4,6
7211400990,2,1,1,3,6
7211400850,3,1.5,1,3,6
7211400760,4,1,1,3,6
7211400615,3,1,1,3,7
7211400576,3,2.5,2,3,7
7211400535,4,1,1.5,3,7
7211400525,4,1,1.5,3,7
7211400506,3,2.5,2,3,7
7211350130,4,1.5,1,3,6
7211340030,3,1,1,3,6
7211300050,5,2.25,1,4,8
7207900080,5,3.5,2.5,3,8
7207900050,5,3.5,2.5,3,8
7207900030,4,3.5,2.5,3,8
7206900075,5,1.75,1,4,7
7205930050,4,3.5,2,3,9
7205850030,3,2.25,1,4,8
7205800040,4,2.5,1,4,9
7205510370,3,2.25,1,3,7
7205510230,3,2.25,1,4,7
7205500120,4,1.75,1,4,7
7205400180,3,1,1,2,7
7205000180,4,2.25,2,4,7
7205000080,3,1.75,1,4,7
7204200025,4,2.5,2,4,9
7203601405,2,1,1,3,4
7203600750,3,2.5,1,4,7
7203600745,3,2.75,2,3,8
7203600560,4,3.5,2,3,9
7203600550,2,1,1,4,6
7203600530,3,3,1.5,3,9
7203600040,3,1.5,1.5,4,7
7203230040,5,3.25,2,3,9
7203230010,4,3.25,2,3,9
7203220410,4,2.75,2,3,9
7203220400,5,2.75,2,3,9
7203220370,4,3.5,2,3,9
7203220360,5,3.25,2,3,9
7203220310,4,2.75,2,3,9
7203220300,4,2.75,2,3,9
7203220260,5,3.25,2,3,9
7203220130,4,3.5,2,3,9
7203220050,5,3.25,2,3,9
7203220030,4,3.25,2,3,9
7203210170,4,2.5,2,3,8
7203190110,4,2.5,2,3,8
7203180370,4,3.25,2,3,9
7203180070,4,3.25,2,3,9
7203170190,4,2.5,2,3,8
7203160190,5,4,2,3,9
7203160090,4,2.75,2,3,9
7203150330,4,2.5,2,3,8
7203150080,4,2.5,2,3,8
7203140420,3,2.5,2,3,7
7203140360,3,2.5,2,3,7
7203140270,3,2.5,2,3,7
7203140220,3,2.5,2,3,7
7203140180,4,2.5,2,3,7
7203140110,3,2,2,3,7
7203120050,4,3.25,2,3,9
7203120020,4,3.5,2,3,9
7203110240,3,2.5,2,3,8
7203102140,2,1,2,3,7
7203102080,2,1,2,3,7
7203102050,3,2.5,2,3,7
7203101970,3,2,2,3,7
7203101610,2,1,2,3,7
7203101590,2,1,2,3,7
7203101580,3,2.5,2,3,7
7203101290,3,2.5,2,3,7
7203101260,3,2.5,2,3,7
7203100850,4,3.25,2,3,9
7203100730,4,3.5,2.5,3,9
7203100660,4,2.75,2,3,9
7203100550,3,2.75,2,3,8
7203100120,4,2.75,2,3,8
7203000640,4,1,1,4,7
7203000465,3,2,2,4,7
7203000200,3,1.5,1,5,7
7202470100,3,2.5,2,3,8
7202430150,4,2.5,2,3,9
7202430110,3,2.5,2,3,9
7202430060,3,2.5,2,3,9
7202380340,3,2.5,2,3,7
7202380120,3,2.5,2,3,7
7202360760,4,2.5,2,3,9
7202360670,4,3.5,2,3,9
7202360600,4,2.5,2,3,9
7202360430,4,3.5,2,3,9
7202360350,4,2.5,2,3,9
7202360170,4,2.75,2,3,9
7202360010,4,3.25,2,3,9
7202350480,3,2.5,2,3,7
7202350310,3,2.25,2,3,7
7202350060,3,2.5,2,3,7
7202350010,3,2.25,2,3,7
7202341110,4,2.5,2,3,7
7202340960,3,2.5,2,3,7
7202340930,4,3,2,3,7
7202340860,3,2.5,2,3,7
7202340820,4,2.5,2,3,7
7202340720,3,2.5,2,3,7
7202340590,4,2.75,2,3,7
7202340530,3,2.5,2,3,7
7202340450,3,2.5,2,3,7
7202340400,3,2.5,2,3,7
7202340390,3,2.5,2,3,7
7202340370,3,2.5,2,3,7
7202340190,3,2.5,2,3,7
7202340010,4,2.5,2,3,7
7202331500,5,3,2,3,7
7202331420,4,2.5,2,3,7
7202331220,6,2.5,2,3,7
7202331160,5,2.5,2,3,7
7202331050,3,2.5,2,3,7
7202330920,3,2.5,2,3,7
7202330790,3,2,2,3,7
7202330610,3,2.5,2,3,7
7202330530,3,2.5,2,3,7
7202330470,3,2.5,2,3,7
7202330410,3,2.5,2,3,7
7202330370,3,2.25,2,3,7
7202330330,3,2.5,2,3,7
7202330280,3,2.25,2,3,7
7202330270,3,2.5,2,3,7
7202330190,3,2.5,2,3,7
7202330170,3,2.5,2,3,7
7202330160,3,2.5,2,3,7
7202330030,3,2.5,2,3,7
7202310040,3,2.5,2,3,7
7202310010,3,2.5,2,3,7
7202300540,4,2.75,2,3,9
7202300480,4,2.75,2,3,9
7202300110,4,3,2,3,9
7202300040,4,2.5,2,3,9
7202290650,4,2.5,2,3,7
7202290620,3,2.5,2,3,7
7202290320,3,2.5,2,3,7
7202290240,3,2.5,2,3,7
7202290180,3,2.5,2,3,7
7202290160,3,2.5,2,3,7
7202290140,3,2.5,2,3,7
7202280580,4,2.5,2,3,7
7202280390,4,2.5,2,3,7
7202271060,4,2.5,2,3,8
7202270930,4,2.5,2,3,7
7202270830,4,2.5,2,3,7
7202270700,4,2.5,2,3,7
7202270570,3,2.5,2,3,7
7202270440,4,2.5,2,3,7
7202261260,3,2.5,2,3,7
7202261060,3,2.5,2,3,8
7202260780,3,2.5,2,3,7
7202260330,4,2.5,2,3,8
7202260300,3,2.5,2,3,8
7202260210,4,2.75,2,3,8
7202260040,4,2.75,2,3,8
7202000220,4,1.5,1,4,7
7201900370,3,1,1,4,7
7201800300,3,1.75,1,3,7
7201800280,3,1.75,1,4,7
7201800090,3,1,1,3,7
7201600190,4,1.75,1,3,7
7200001756,3,1,1,3,7
7200001608,4,2.5,1,4,7
7200001259,3,1.75,1,3,8
7200001254,4,1.75,1,4,7
7200001005,3,1.75,1,4,7
7199360320,3,1,1,3,7
7199360100,3,1,1,3,7
7199360090,3,1,1,4,7
7199350600,3,2.75,1,4,7
7199350340,3,1.75,1,3,7
7199340650,3,1.75,1,3,7
7199340620,4,1.75,1,4,7
7199340560,3,2,1,4,7
7199340480,3,2.25,1,4,7
7199340320,3,2.5,1,3,7
7199340310,3,2.5,1,4,7
7199330480,3,1.75,1,4,7
7199330390,3,1.75,1,3,7
7199330370,3,1.75,1,4,7
7199330170,3,1.75,1,3,7
7199330130,3,1.75,2,3,7
7199330010,3,1.75,1,3,7
7199320600,3,2.25,1,4,7
7199320570,4,2.25,2,3,7
7199320190,4,2.25,1,3,7
7199310290,3,1.75,1,4,7
7199310170,4,2.5,1,4,7
7199100020,3,1.75,1,4,7
7199000290,4,2,1.5,3,7
7197800020,4,2.5,2,3,8
7197350070,3,1.75,1,3,7
7197350050,3,1.75,1,3,8
7197300105,4,2.5,1,4,7
7197000100,4,3.25,1,3,8
7195800009,6,3,1,4,7
7192800145,2,1,1,5,7
7192200040,4,1,1,3,7
7189800095,4,2.5,2,3,8
7186800120,4,3,1,3,7
7186800105,4,1,1.5,3,6
7183000120,4,2.5,1,4,8
7183000070,4,2.25,2,4,8
7183000060,4,2.5,1,3,8
7177300735,2,1,1,4,7
7177300575,4,1,1.5,3,7
7177300090,3,1.5,1.5,4,7
7175300045,3,1.75,1,3,7
7174800760,5,2,1,3,7
7174800094,1,1.5,1,3,8
7173700591,3,2.25,1,5,7
7173700524,2,1.5,1,3,7
7173700518,3,1.5,1,3,8
7172200125,3,2.5,2,3,8
7172200080,3,1,1,3,7
7171200445,2,1,1.5,4,6
7170200110,3,1.75,1.5,3,7
7170200085,2,1,1,3,7
7170200080,2,1,1,3,7
7169500200,2,2.25,2,3,8
7169500130,2,2.25,2,3,8
7169500020,2,2.25,2,3,8
7169200221,3,2.25,3,3,8
7168100015,5,2.75,2,3,9
7167000060,4,2.5,2,3,10
7167000040,4,3,2,3,10
7167000040,4,3,2,3,10
7167000020,4,2.5,2,3,10
7165700200,3,3,2,3,7
7165700110,3,3,2,3,7
7159200040,4,3.25,2,4,11
7159200005,7,4.5,2.5,5,11
7156200005,3,1,1,3,7
7154200070,5,3.25,2,3,9
7153400100,3,2.75,1,3,7
7153400010,3,2,1,3,7
7153200160,5,3.25,2,5,9
7151700585,5,2.25,2,5,9
7151700360,5,3.25,2,3,9
7151700190,2,1.5,1,3,8
7149410060,3,1.5,1,4,7
7149400450,4,2.25,1,3,7
7148700160,3,1.5,1.5,4,7
7148700050,3,1.75,1,3,7
7148200040,4,2,1,5,7
7148000315,4,1.75,2,3,7
7147800015,2,1.5,1,3,7
7147600245,3,1.75,1,3,7
7147600225,6,2.75,1,5,7
7147600220,3,1,1,4,7
7147600070,3,1,1,4,7
7147400045,3,1.75,2,3,7
7146400040,5,3.25,1,3,7
7140800100,3,1,1,4,6
7140700850,4,2.5,2,3,8
7140700690,3,1.75,1,3,6
7140700300,3,2.5,2,3,8
7140600225,3,1,1,4,6
7140600190,3,1.5,1,4,6
7140600055,3,1,1,4,6
7140600020,3,1,1,4,6
7140200450,4,2.75,1,4,7
7140200380,3,2,1,4,7
7140200330,3,1.75,1,4,7
7140200280,4,2.75,1,4,7
7140200250,4,2.75,1,4,7
7139800020,3,1.5,1,3,7
7138200150,5,2.5,2,4,7
7138000260,3,2,1,3,7
7138000170,3,1.5,1,3,7
7137970340,5,2.5,2,3,8
7137970210,3,2,1,3,8
7137970130,3,2.5,2,3,8
7137960460,3,2.5,2,3,8
7137960440,4,2.5,2,3,8
7137960110,4,3,1,3,8
7137960030,3,2.5,2,3,8
7137950720,4,2.5,2,3,8
7137950460,4,2.5,2,3,8
7137950350,4,3,1,3,8
7137950210,4,2.5,2,3,8
7137910360,3,2,1,3,7
7137910140,3,2.5,1,3,7
7137900960,4,2,2,4,7
7137900490,3,2,1,3,7
7137900410,3,1,1,3,7
7137900320,4,1,1.5,4,7
7137800310,4,2.5,2,3,8
7137800300,3,1.75,1,4,7
7137800085,3,1.75,1,3,7
7137300245,3,1.75,1.5,3,7
7137300040,5,3.5,3,3,8
7135521680,4,2.5,2,3,9
7135521530,4,2.75,2,3,9
7135520810,4,4,1,4,11
7135520780,4,2.5,2,3,10
7135520650,5,4.25,2,3,11
7135520610,4,3.5,2,3,11
7135520300,3,2.75,1,3,12
7135520260,3,2.5,2,3,10
7135500120,3,2.25,1,4,8
7135300275,1,1,1,4,6
7135300046,2,1,1,3,7
